annual,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dic,geojson,geom
5.159,7.011,6.551,5.714,3.84,4.429,3.456,3.909,3.647,4.441,5.624,6.465,6.832,"{""type"":""MultiPolygon"",""coordinates"":[[[[-58.7088317871093,-29.370090484619],[-59.0755004882812,-29.493360519409],[-59.2151489257812,-29.1738090515135],[-58.8504600524902,-29.0517292022703],[-58.7088317871093,-29.370090484619]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFFFBA5A4DC0D4FFFF3FBE5E3DC0F8FFFFFFA9894DC0D6FFFFDF4C7E3DC0FCFFFFFF899B4DC0D0FFFFBF7E2C3DC0FCFFFFDFDB6C4DC0C0FFFF1F3E0D3DC0FCFFFFFFBA5A4DC0D4FFFF3FBE5E3DC0
5.503,7.404,7.032,6.249,4.163,4.524,3.592,4.233,3.867,4.896,5.901,6.884,7.294,"{""type"":""MultiPolygon"",""coordinates"":[[[[-58.5653991699218,-29.6891899108885],[-58.9340515136719,-29.8136596679686],[-59.0755004882812,-29.493360519409],[-58.7088317871093,-29.370090484619],[-58.5653991699218,-29.6891899108885]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFFF5E484DC0D4FFFFBF6EB03DC0040000008F774DC0D8FFFFFF4BD03DC0F8FFFFFFA9894DC0D6FFFFDF4C7E3DC0FCFFFFFFBA5A4DC0D4FFFF3FBE5E3DC0FCFFFFFF5E484DC0D4FFFFBF6EB03DC0
5.647,7.68,7.05,6.214,4.303,4.737,3.766,4.311,4.013,5.099,6.181,6.966,7.454,"{""type"":""MultiPolygon"",""coordinates"":[[[[-58.4201011657715,-30.0090103149412],[-58.790771484375,-30.1346893310545],[-58.9340515136719,-29.8136596679686],[-58.5653991699218,-29.6891899108885],[-58.4201011657715,-30.0090103149412]]]]}",0106000020E61000000100000001030000000100000005000000000000E0C5354DC0C8FFFF7F4E023EC00000000038654DC0C4FFFFFF7A223EC0040000008F774DC0D8FFFFFF4BD03DC0FCFFFFFF5E484DC0D4FFFFBF6EB03DC0000000E0C5354DC0C8FFFF7F4E023EC0
5.597,7.683,6.882,6.22,4.236,4.695,3.754,4.338,3.951,5.319,6.112,6.645,7.339,"{""type"":""MultiPolygon"",""coordinates"":[[[[-58.6456298828125,-30.4564495086668],[-59.0202598571778,-30.5814094543455],[-59.163330078125,-30.2584400177],[-58.790771484375,-30.1346893310545],[-58.6456298828125,-30.4564495086668]]]]}",0106000020E6100000010000000103000000010000000500000000000000A4524DC0CEFFFFDFD9743EC0040000E097824DC0CAFFFF3FD7943EC004000000E8944DC0C8FFFF1F29423EC00000000038654DC0C4FFFFFF7A223EC000000000A4524DC0CEFFFFDFD9743EC0
5.698,7.95,7.027,6.335,4.495,4.562,3.628,4.167,3.906,5.495,6.307,7.048,7.456,"{""type"":""MultiPolygon"",""coordinates"":[[[[-58.3495483398438,-31.1020908355711],[-58.7283897399902,-31.2295207977293],[-58.8752708435059,-30.9050998687742],[-58.4985694885254,-30.7789192199705],[-58.3495483398438,-31.1020908355711]]]]}",0106000020E6100000010000000103000000010000000500000004000000BE2C4DC0D0FFFF9F221A3FC0FCFFFFDF3B5D4DC0D4FFFFDFC13A3FC0000000E008704DC0C0FFFF9FB4E73EC000000020D13F4DC0CAFFFF3F67C73EC004000000BE2C4DC0D0FFFF9F221A3FC0
5.646,7.697,6.902,6.192,4.686,4.629,3.645,4.035,3.9,5.513,6.144,7.04,7.375,"{""type"":""MultiPolygon"",""coordinates"":[[[[-58.7283897399902,-31.2295207977293],[-59.1091918945312,-31.3549499511717],[-59.2539100646973,-31.0293102264402],[-58.8752708435059,-30.9050998687742],[-58.7283897399902,-31.2295207977293]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFDF3B5D4DC0D4FFFFDFC13A3FC0FCFFFFFFF98D4DC0CEFFFFFFDD5A3FC00400002080A04DC0CCFFFFDF80073FC0000000E008704DC0C0FFFF9FB4E73EC0FCFFFFDF3B5D4DC0D4FFFFDFC13A3FC0
5.535,7.678,6.624,6.064,4.491,4.429,3.6,4.049,3.811,5.371,6.085,7.053,7.176,"{""type"":""MultiPolygon"",""coordinates"":[[[[-58.5795288085938,-31.554639816284],[-58.9624900817871,-31.6813201904295],[-59.1091918945312,-31.3549499511717],[-58.7283897399902,-31.2295207977293],[-58.5795288085938,-31.554639816284]]]]}",0106000020E61000000100000001030000000100000005000000000000002E4A4DC0D8FFFFDFFC8D3FC0F8FFFFDF327B4DC0D4FFFFFF6AAE3FC0FCFFFFFFF98D4DC0CEFFFFFFDD5A3FC0FCFFFFDF3B5D4DC0D4FFFFDFC13A3FC0000000002E4A4DC0D8FFFFDFFC8D3FC0
5.19,7.011,6.575,5.726,3.896,4.364,3.453,3.877,3.669,4.633,5.662,6.528,6.892,"{""type"":""MultiPolygon"",""coordinates"":[[[[-58.9340515136719,-29.8136596679686],[-59.3045692443848,-29.9362201690672],[-59.4439697265625,-29.6147403717039],[-59.0755004882812,-29.493360519409],[-58.9340515136719,-29.8136596679686]]]]}",0106000020E61000000100000001030000000100000005000000040000008F774DC0D8FFFFFF4BD03DC004000020FCA64DC0CEFFFF1FACEF3DC004000000D4B84DC0D0FFFF9F5F9D3DC0F8FFFFFFA9894DC0D6FFFFDF4C7E3DC0040000008F774DC0D8FFFFFF4BD03DC0
5.545,7.545,7.114,6.112,4.259,4.541,3.706,4.183,3.797,5.022,5.976,6.932,7.359,"{""type"":""MultiPolygon"",""coordinates"":[[[[-58.790771484375,-30.1346893310545],[-59.163330078125,-30.2584400177],[-59.3045692443848,-29.9362201690672],[-58.9340515136719,-29.8136596679686],[-58.790771484375,-30.1346893310545]]]]}",0106000020E610000001000000010300000001000000050000000000000038654DC0C4FFFFFF7A223EC004000000E8944DC0C8FFFF1F29423EC004000020FCA64DC0CEFFFF1FACEF3DC0040000008F774DC0D8FFFFFF4BD03DC00000000038654DC0C4FFFFFF7A223EC0
5.825,8.021,7.352,6.559,4.589,4.662,3.861,4.296,4.026,5.581,6.411,6.979,7.572,"{""type"":""MultiPolygon"",""coordinates"":[[[[-59.0202598571778,-30.5814094543455],[-59.3967590332031,-30.7043991088865],[-59.5377197265625,-30.380250930786],[-59.163330078125,-30.2584400177],[-59.0202598571778,-30.5814094543455]]]]}",0106000020E61000000100000001030000000100000005000000040000E097824DC0CAFFFF3FD7943EC000000000C9B24DC0C0FFFF7F53B43EC004000000D4C44DC0CEFFFF1F58613EC004000000E8944DC0C8FFFF1F29423EC0040000E097824DC0CAFFFF3FD7943EC0
5.711,7.84,6.948,6.41,4.644,4.658,3.85,4.236,4.017,5.485,6.185,6.948,7.312,"{""type"":""MultiPolygon"",""coordinates"":[[[[-58.8752708435059,-30.9050998687742],[-59.2539100646973,-31.0293102264402],[-59.3967590332031,-30.7043991088865],[-59.0202598571778,-30.5814094543455],[-58.8752708435059,-30.9050998687742]]]]}",0106000020E61000000100000001030000000100000005000000000000E008704DC0C0FFFF9FB4E73EC00400002080A04DC0CCFFFFDF80073FC000000000C9B24DC0C0FFFF7F53B43EC0040000E097824DC0CAFFFF3FD7943EC0000000E008704DC0C0FFFF9FB4E73EC0
5.697,7.638,6.791,6.104,4.719,4.632,3.788,4.231,4.071,5.598,6.17,7.241,7.382,"{""type"":""MultiPolygon"",""coordinates"":[[[[-59.1091918945312,-31.3549499511717],[-59.4919090270996,-31.4783706665037],[-59.6344604492187,-31.1515197753904],[-59.2539100646973,-31.0293102264402],[-59.1091918945312,-31.3549499511717]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFFFF98D4DC0CEFFFFFFDD5A3FC0000000E0F6BE4DC0D2FFFF7F767A3FC0FCFFFFFF35D14DC0CAFFFFFFC9263FC00400002080A04DC0CCFFFFDF80073FC0FCFFFFFFF98D4DC0CEFFFFFFDD5A3FC0
5.61,7.681,6.585,6.233,4.667,4.448,3.688,4.144,3.938,5.531,6.141,7.049,7.217,"{""type"":""MultiPolygon"",""coordinates"":[[[[-58.9624900817871,-31.6813201904295],[-59.3474082946777,-31.8059692382811],[-59.4919090270996,-31.4783706665037],[-59.1091918945312,-31.3549499511717],[-58.9624900817871,-31.6813201904295]]]]}",0106000020E61000000100000001030000000100000005000000F8FFFFDF327B4DC0D4FFFFFF6AAE3FC0FCFFFFDF77AC4DC0D4FFFFFF53CE3FC0000000E0F6BE4DC0D2FFFF7F767A3FC0FCFFFFFFF98D4DC0CEFFFFFFDD5A3FC0F8FFFFDF327B4DC0D4FFFFFF6AAE3FC0
5.116,6.942,6.549,5.691,3.779,4.339,3.46,3.881,3.614,4.496,5.557,6.351,6.744,"{""type"":""MultiPolygon"",""coordinates"":[[[[-59.0755004882812,-29.493360519409],[-59.4439697265625,-29.6147403717039],[-59.5815696716309,-29.2940101623533],[-59.2151489257812,-29.1738090515135],[-59.0755004882812,-29.493360519409]]]]}",0106000020E61000000100000001030000000100000005000000F8FFFFFFA9894DC0D6FFFFDF4C7E3DC004000000D4B84DC0D0FFFF9F5F9D3DC0000000E070CA4DC0C0FFFF3F444B3DC0FCFFFFFF899B4DC0D0FFFFBF7E2C3DC0F8FFFFFFA9894DC0D6FFFFDF4C7E3DC0
5.095,6.898,6.562,5.622,3.845,4.405,3.425,3.847,3.638,4.419,5.54,6.253,6.695,"{""type"":""MultiPolygon"",""coordinates"":[[[[-59.2151489257812,-29.1738090515135],[-59.5815696716309,-29.2940101623533],[-59.7174415588379,-28.9740600585935],[-59.3530311584472,-28.8550090789793],[-59.2151489257812,-29.1738090515135]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFFF899B4DC0D0FFFFBF7E2C3DC0000000E070CA4DC0C0FFFF3F444B3DC0FCFFFF1FD5DB4DC0C2FFFFFF5BF93CC0FCFFFF1F30AD4DC0C6FFFFDFE1DA3CC0FCFFFFFF899B4DC0D0FFFFBF7E2C3DC0
5.131,6.931,6.49,5.662,3.901,4.369,3.478,3.926,3.629,4.656,5.547,6.327,6.667,"{""type"":""MultiPolygon"",""coordinates"":[[[[-59.4439697265625,-29.6147403717039],[-59.814208984375,-29.7341804504393],[-59.9497718811035,-29.4123096466062],[-59.5815696716309,-29.2940101623533],[-59.4439697265625,-29.6147403717039]]]]}",0106000020E6100000010000000103000000010000000500000004000000D4B84DC0D0FFFF9F5F9D3DC00400000038E84DC0CEFFFF3FF3BB3DC00000002092F94DC0C0FFFF1F8D693DC0000000E070CA4DC0C0FFFF3F444B3DC004000000D4B84DC0D0FFFF9F5F9D3DC0
5.507,7.335,7.113,6.094,4.24,4.529,3.723,4.197,3.772,5.08,5.88,6.853,7.276,"{""type"":""MultiPolygon"",""coordinates"":[[[[-59.3045692443848,-29.9362201690672],[-59.6768798828125,-30.0568294525144],[-59.814208984375,-29.7341804504393],[-59.4439697265625,-29.6147403717039],[-59.3045692443848,-29.9362201690672]]]]}",0106000020E6100000010000000103000000010000000500000004000020FCA64DC0CEFFFF1FACEF3DC004000000A4D64DC0C6FFFF5F8C0E3EC00400000038E84DC0CEFFFF3FF3BB3DC004000000D4B84DC0D0FFFF9F5F9D3DC004000020FCA64DC0CEFFFF1FACEF3DC0
5.594,7.6,7.259,6.131,4.227,4.526,3.695,4.267,3.83,5.321,6.138,6.649,7.489,"{""type"":""MultiPolygon"",""coordinates"":[[[[-59.163330078125,-30.2584400177],[-59.5377197265625,-30.380250930786],[-59.6768798828125,-30.0568294525144],[-59.3045692443848,-29.9362201690672],[-59.163330078125,-30.2584400177]]]]}",0106000020E6100000010000000103000000010000000500000004000000E8944DC0C8FFFF1F29423EC004000000D4C44DC0CEFFFF1F58613EC004000000A4D64DC0C6FFFF5F8C0E3EC004000020FCA64DC0CEFFFF1FACEF3DC004000000E8944DC0C8FFFF1F29423EC0
5.535,7.439,6.982,6.11,4.345,4.473,3.772,4.213,3.81,5.305,6.025,6.534,7.416,"{""type"":""MultiPolygon"",""coordinates"":[[[[-59.5377197265625,-30.380250930786],[-59.9139709472656,-30.5000705718992],[-60.0509605407715,-30.175489425659],[-59.6768798828125,-30.0568294525144],[-59.5377197265625,-30.380250930786]]]]}",0106000020E6100000010000000103000000010000000500000004000000D4C44DC0CEFFFF1F58613EC0F8FFFFFFFCF44DC0C0FFFF9F04803EC0000000E085064EC0CCFFFFDFEC2C3EC004000000A4D64DC0C6FFFF5F8C0E3EC004000000D4C44DC0CEFFFF1F58613EC0
5.628,7.85,6.672,6.406,4.505,4.609,3.879,4.106,3.983,5.408,6.144,6.715,7.267,"{""type"":""MultiPolygon"",""coordinates"":[[[[-59.3967590332031,-30.7043991088865],[-59.7751502990723,-30.8254203796384],[-59.9139709472656,-30.5000705718992],[-59.5377197265625,-30.380250930786],[-59.3967590332031,-30.7043991088865]]]]}",0106000020E6100000010000000103000000010000000500000000000000C9B24DC0C0FFFF7F53B43EC00000002038E34DC0C0FFFFBF4ED33EC0F8FFFFFFFCF44DC0C0FFFF9F04803EC004000000D4C44DC0CEFFFF1F58613EC000000000C9B24DC0C0FFFF7F53B43EC0
5.693,7.853,6.936,6.464,4.532,4.667,3.801,4.129,4.137,5.479,6.221,6.848,7.255,"{""type"":""MultiPolygon"",""coordinates"":[[[[-59.2539100646973,-31.0293102264402],[-59.6344604492187,-31.1515197753904],[-59.7751502990723,-30.8254203796384],[-59.3967590332031,-30.7043991088865],[-59.2539100646973,-31.0293102264402]]]]}",0106000020E610000001000000010300000001000000050000000400002080A04DC0CCFFFFDF80073FC0FCFFFFFF35D14DC0CAFFFFFFC9263FC00000002038E34DC0C0FFFFBF4ED33EC000000000C9B24DC0C0FFFF7F53B43EC00400002080A04DC0CCFFFFDF80073FC0
5.634,7.596,6.739,6.116,4.72,4.397,3.718,4.269,3.993,5.607,6.213,7.097,7.152,"{""type"":""MultiPolygon"",""coordinates"":[[[[-59.4919090270996,-31.4783706665037],[-59.8765602111817,-31.5997390747068],[-60.0169105529785,-31.2716903686522],[-59.6344604492187,-31.1515197753904],[-59.4919090270996,-31.4783706665037]]]]}",0106000020E61000000100000001030000000100000005000000000000E0F6BE4DC0D2FFFF7F767A3FC00400002033F04DC0C8FFFF7F88993FC0000000202A024EC0CCFFFF7F8D453FC0FCFFFFFF35D14DC0CAFFFFFFC9263FC0000000E0F6BE4DC0D2FFFF7F767A3FC0
5.607,7.72,7.071,6.141,4.495,4.505,3.523,4.091,3.83,5.415,6.148,7.016,7.339,"{""type"":""MultiPolygon"",""coordinates"":[[[[-58.1986083984375,-31.4259605407713],[-58.5795288085938,-31.554639816284],[-58.7283897399902,-31.2295207977293],[-58.3495483398438,-31.1020908355711],[-58.1986083984375,-31.4259605407713]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFFF6B194DC0C4FFFFBF0B6D3FC0000000002E4A4DC0D8FFFFDFFC8D3FC0FCFFFFDF3B5D4DC0D4FFFFDFC13A3FC004000000BE2C4DC0D0FFFF9F221A3FC0FCFFFFFF6B194DC0C4FFFFBF0B6D3FC0
5.461,7.352,6.951,6.095,4.134,4.583,3.512,4.238,3.809,4.746,5.956,6.838,7.323,"{""type"":""MultiPolygon"",""coordinates"":[[[[-58.3440208435059,-29.2449493408201],[-58.7088317871093,-29.370090484619],[-58.8504600524902,-29.0517292022703],[-58.4876098632812,-28.9277706146238],[-58.3440208435059,-29.2449493408201]]]]}",0106000020E61000000100000001030000000100000005000000040000E0082C4DC0CEFFFFFFB43E3DC0FCFFFFFFBA5A4DC0D4FFFF3FBE5E3DC0FCFFFFDFDB6C4DC0C0FFFF1F3E0D3DC0000000006A3E4DC0C6FFFF5F82ED3CC0040000E0082C4DC0CEFFFFFFB43E3DC0
5.764,7.723,7.282,6.394,4.521,4.793,3.839,4.423,4.099,5.098,6.224,7.116,7.656,"{""type"":""MultiPolygon"",""coordinates"":[[[[-58.1986083984375,-29.5628395080565],[-58.5653991699218,-29.6891899108885],[-58.7088317871093,-29.370090484619],[-58.3440208435059,-29.2449493408201],[-58.1986083984375,-29.5628395080565]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFFF6B194DC0D6FFFF3F16903DC0FCFFFFFF5E484DC0D4FFFFBF6EB03DC0FCFFFFFFBA5A4DC0D4FFFF3FBE5E3DC0040000E0082C4DC0CEFFFFFFB43E3DC0FCFFFFFF6B194DC0D6FFFF3F16903DC0
5.674,7.752,7.116,6.426,4.437,4.668,3.745,4.281,3.904,5.024,6.204,7.005,7.531,"{""type"":""MultiPolygon"",""coordinates"":[[[[-58.0513000488281,-29.881429672241],[-58.4201011657715,-30.0090103149412],[-58.5653991699218,-29.6891899108885],[-58.1986083984375,-29.5628395080565],[-58.0513000488281,-29.881429672241]]]]}",0106000020E610000001000000010300000001000000050000000000000091064DC0C2FFFF5FA5E13DC0000000E0C5354DC0C8FFFF7F4E023EC0FCFFFFFF5E484DC0D4FFFFBF6EB03DC0FCFFFFFF6B194DC0D6FFFF3F16903DC00000000091064DC0C2FFFF5FA5E13DC0
5.528,7.609,6.979,6.2,4.278,4.643,3.622,4.14,3.774,5.066,6.108,6.626,7.301,"{""type"":""MultiPolygon"",""coordinates"":[[[[-58.2728881835937,-30.3295402526853],[-58.6456298828125,-30.4564495086668],[-58.790771484375,-30.1346893310545],[-58.4201011657715,-30.0090103149412],[-58.2728881835937,-30.3295402526853]]]]}",0106000020E61000000100000001030000000100000005000000F8FFFFFFED224DC0C8FFFFBF5C543EC000000000A4524DC0CEFFFFDFD9743EC00000000038654DC0C4FFFFFF7A223EC0000000E0C5354DC0C8FFFF7F4E023EC0F8FFFFFFED224DC0C8FFFFBF5C543EC0
5.167,7.337,6.637,5.92,4.104,4.188,3.371,3.73,3.43,4.586,5.51,6.494,6.698,"{""type"":""MultiPolygon"",""coordinates"":[[[[-58.123779296875,-30.6507701873777],[-58.4985694885254,-30.7789192199705],[-58.6456298828125,-30.4564495086668],[-58.2728881835937,-30.3295402526853],[-58.123779296875,-30.6507701873777]]]]}",0106000020E6100000010000000103000000010000000500000000000000D80F4DC0C4FFFFDF98A63EC000000020D13F4DC0CAFFFF3F67C73EC000000000A4524DC0CEFFFFDFD9743EC0F8FFFFFFED224DC0C8FFFFBF5C543EC000000000D80F4DC0C4FFFFDF98A63EC0
5.459,7.196,7.057,6.03,4.269,4.554,3.628,4.164,3.884,4.971,5.869,6.67,7.223,"{""type"":""MultiPolygon"",""coordinates"":[[[[-59.5815696716309,-29.2940101623533],[-59.9497718811035,-29.4123096466062],[-60.0835914611816,-29.0912094116209],[-59.7174415588379,-28.9740600585935],[-59.5815696716309,-29.2940101623533]]]]}",0106000020E61000000100000001030000000100000005000000000000E070CA4DC0C0FFFF3F444B3DC00000002092F94DC0C0FFFF1F8D693DC000000020B30A4EC0CCFFFF7F59173DC0FCFFFF1FD5DB4DC0C2FFFFFF5BF93CC0000000E070CA4DC0C0FFFF3F444B3DC0
5.55,7.17,6.974,5.945,4.337,4.589,3.788,4.351,3.983,5.218,6.087,6.866,7.296,"{""type"":""MultiPolygon"",""coordinates"":[[[[-59.9497718811035,-29.4123096466062],[-60.3196983337402,-29.5286693572996],[-60.4514503479004,-29.2064495086668],[-60.0835914611816,-29.0912094116209],[-59.9497718811035,-29.4123096466062]]]]}",0106000020E610000001000000010300000001000000050000000000002092F94DC0C0FFFF1F8D693DC0000000E0EB284EC0C2FFFFDF56873DC004000020C9394EC0CAFFFFDFD9343DC000000020B30A4EC0CCFFFF7F59173DC00000002092F94DC0C0FFFF1F8D693DC0
5.503,7.188,6.948,5.971,4.378,4.534,3.709,4.231,3.802,5.213,5.979,6.889,7.202,"{""type"":""MultiPolygon"",""coordinates"":[[[[-59.814208984375,-29.7341804504393],[-60.1862182617188,-29.8516902923582],[-60.3196983337402,-29.5286693572996],[-59.9497718811035,-29.4123096466062],[-59.814208984375,-29.7341804504393]]]]}",0106000020E610000001000000010300000001000000050000000400000038E84DC0CEFFFF3FF3BB3DC004000000D6174EC0C6FFFF5F08DA3DC0000000E0EB284EC0C2FFFFDF56873DC00000002092F94DC0C0FFFF1F8D693DC00400000038E84DC0CEFFFF3FF3BB3DC0
5.555,7.309,6.977,6.062,4.317,4.473,3.84,4.19,3.937,5.345,6.02,6.917,7.282,"{""type"":""MultiPolygon"",""coordinates"":[[[[-59.6768798828125,-30.0568294525144],[-60.0509605407715,-30.175489425659],[-60.1862182617188,-29.8516902923582],[-59.814208984375,-29.7341804504393],[-59.6768798828125,-30.0568294525144]]]]}",0106000020E6100000010000000103000000010000000500000004000000A4D64DC0C6FFFF5F8C0E3EC0000000E085064EC0CCFFFFDFEC2C3EC004000000D6174EC0C6FFFF5F08DA3DC00400000038E84DC0CEFFFF3FF3BB3DC004000000A4D64DC0C6FFFF5F8C0E3EC0
5.639,7.786,6.534,6.259,4.645,4.69,3.76,4.265,4.046,5.456,6.053,6.881,7.293,"{""type"":""MultiPolygon"",""coordinates"":[[[[-59.7751502990723,-30.8254203796384],[-60.1553611755371,-30.9444103240965],[-60.2920188903808,-30.6179008483884],[-59.9139709472656,-30.5000705718992],[-59.7751502990723,-30.8254203796384]]]]}",0106000020E610000001000000010300000001000000050000000000002038E34DC0C0FFFFBF4ED33EC0FCFFFFDFE2134EC0C6FFFFDFC4F13EC0FCFFFFDF60254EC0C0FFFFBF2E9E3EC0F8FFFFFFFCF44DC0C0FFFF9F04803EC00000002038E34DC0C0FFFFBF4ED33EC0
5.667,7.784,6.549,6.324,4.725,4.66,3.776,4.355,4.002,5.559,6.192,6.833,7.256,"{""type"":""MultiPolygon"",""coordinates"":[[[[-59.6344604492187,-31.1515197753904],[-60.0169105529785,-31.2716903686522],[-60.1553611755371,-30.9444103240965],[-59.7751502990723,-30.8254203796384],[-59.6344604492187,-31.1515197753904]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFFF35D14DC0CAFFFFFFC9263FC0000000202A024EC0CCFFFF7F8D453FC0FCFFFFDFE2134EC0C6FFFFDFC4F13EC00000002038E34DC0C0FFFFBF4ED33EC0FCFFFFFF35D14DC0CAFFFFFFC9263FC0
5.316,7.357,6.293,5.691,4.448,4.229,3.502,3.97,3.798,5.343,5.722,6.665,6.776,"{""type"":""MultiPolygon"",""coordinates"":[[[[-59.8765602111817,-31.5997390747068],[-60.2630882263184,-31.719039916992],[-60.401180267334,-31.3898105621336],[-60.0169105529785,-31.2716903686522],[-59.8765602111817,-31.5997390747068]]]]}",0106000020E610000001000000010300000001000000050000000400002033F04DC0C8FFFF7F88993FC0040000E0AC214EC0C8FFFFFF12B83FC0040000E059334EC0CEFFFF9FCA633FC0000000202A024EC0CCFFFF7F8D453FC00400002033F04DC0C8FFFF7F88993FC0
5.647,7.427,6.837,6.173,4.43,4.87,3.831,4.437,4.292,5.237,6.165,6.873,7.2,"{""type"":""MultiPolygon"",""coordinates"":[[[[-60.3196983337402,-29.5286693572996],[-60.691349029541,-29.6430797576903],[-60.8209800720215,-29.3197498321531],[-60.4514503479004,-29.2064495086668],[-60.3196983337402,-29.5286693572996]]]]}",0106000020E61000000100000001030000000100000005000000000000E0EB284EC0C2FFFFDF56873DC0000000207E584EC0D4FFFFDFA0A43DC0040000E015694EC0CAFFFF1FDB513DC004000020C9394EC0CAFFFFDFD9343DC0000000E0EB284EC0C2FFFFDF56873DC0
5.644,7.434,6.866,5.998,4.563,4.69,3.949,4.306,4.134,5.538,6.134,6.97,7.156,"{""type"":""MultiPolygon"",""coordinates"":[[[[-60.1862182617188,-29.8516902923582],[-60.5599708557129,-29.9672203063963],[-60.691349029541,-29.6430797576903],[-60.3196983337402,-29.5286693572996],[-60.1862182617188,-29.8516902923582]]]]}",0106000020E6100000010000000103000000010000000500000004000000D6174EC0C6FFFF5F08DA3DC004000020AD474EC0C4FFFFBF9BF73DC0000000207E584EC0D4FFFFDFA0A43DC0000000E0EB284EC0C2FFFFDF56873DC004000000D6174EC0C6FFFF5F08DA3DC0
5.638,7.56,7.049,6.342,4.533,4.673,3.818,4.253,4.122,5.443,6.121,6.536,7.21,"{""type"":""MultiPolygon"",""coordinates"":[[[[-60.0509605407715,-30.175489425659],[-60.4268798828125,-30.2921695709226],[-60.5599708557129,-29.9672203063963],[-60.1862182617188,-29.8516902923582],[-60.0509605407715,-30.175489425659]]]]}",0106000020E61000000100000001030000000100000005000000000000E085064EC0CCFFFFDFEC2C3EC0FCFFFFFFA3364EC0C0FFFF9FCB4A3EC004000020AD474EC0C4FFFFBF9BF73DC004000000D6174EC0C6FFFF5F08DA3DC0000000E085064EC0CCFFFFDFEC2C3EC0
5.56,7.475,6.907,5.964,4.478,4.376,3.662,4.455,4.112,5.519,6.027,6.562,7.184,"{""type"":""MultiPolygon"",""coordinates"":[[[[-60.2920188903808,-30.6179008483884],[-60.6718788146972,-30.7336997985838],[-60.8045310974121,-30.4068298339842],[-60.4268798828125,-30.2921695709226],[-60.2920188903808,-30.6179008483884]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFDF60254EC0C0FFFFBF2E9E3EC0FCFFFF1F00564EC0C6FFFFBFD3BB3EC0FCFFFFDFFA664EC0D4FFFFFF25683EC0FCFFFFFFA3364EC0C0FFFF9FCB4A3EC0FCFFFFDF60254EC0C0FFFFBF2E9E3EC0
5.664,7.81,6.498,6.227,4.831,4.557,3.714,4.498,4.021,5.615,6.152,6.834,7.214,"{""type"":""MultiPolygon"",""coordinates"":[[[[-60.1553611755371,-30.9444103240965],[-60.5374488830566,-31.0613708496092],[-60.6718788146972,-30.7336997985838],[-60.2920188903808,-30.6179008483884],[-60.1553611755371,-30.9444103240965]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFDFE2134EC0C6FFFFDFC4F13EC000000020CB444EC0C4FFFFFFB50F3FC0FCFFFF1F00564EC0C6FFFFBFD3BB3EC0FCFFFFDF60254EC0C0FFFFBF2E9E3EC0FCFFFFDFE2134EC0C6FFFFDFC4F13EC0
5.536,7.491,6.481,6.018,4.854,4.388,3.671,4.233,3.96,5.481,6.02,6.822,7.019,"{""type"":""MultiPolygon"",""coordinates"":[[[[-60.0169105529785,-31.2716903686522],[-60.401180267334,-31.3898105621336],[-60.5374488830566,-31.0613708496092],[-60.1553611755371,-30.9444103240965],[-60.0169105529785,-31.2716903686522]]]]}",0106000020E61000000100000001030000000100000005000000000000202A024EC0CCFFFF7F8D453FC0040000E059334EC0CEFFFF9FCA633FC000000020CB444EC0C4FFFFFFB50F3FC0FCFFFFDFE2134EC0C6FFFFDFC4F13EC0000000202A024EC0CCFFFF7F8D453FC0
5.259,7.406,6.212,5.551,4.39,4.224,3.503,3.867,3.746,5.328,5.666,6.564,6.655,"{""type"":""MultiPolygon"",""coordinates"":[[[[-60.2630882263184,-31.719039916992],[-60.6515197753907,-31.8362503051756],[-60.7873191833496,-31.5058593749999],[-60.401180267334,-31.3898105621336],[-60.2630882263184,-31.719039916992]]]]}",0106000020E61000000100000001030000000100000005000000040000E0AC214EC0C8FFFFFF12B83FC00400000065534EC0C8FFFF7F14D63FC0040000E0C6644EC0D8FFFFFF7F813FC0040000E059334EC0CEFFFF9FCA633FC0040000E0AC214EC0C8FFFFFF12B83FC0
5.599,7.316,6.796,6.19,4.428,4.797,3.846,4.502,4.276,5.03,6.049,6.752,7.21,"{""type"":""MultiPolygon"",""coordinates"":[[[[-60.4514503479004,-29.2064495086668],[-60.8209800720215,-29.3197498321531],[-60.9490089416504,-28.9972190856932],[-60.5815391540528,-28.885019302368],[-60.4514503479004,-29.2064495086668]]]]}",0106000020E6100000010000000103000000010000000500000004000020C9394EC0CAFFFFDFD9343DC0040000E015694EC0CAFFFF1FDB513DC0FCFFFF1F79794EC0D8FFFFBF49FF3CC0040000E06F4A4EC0D8FFFF9F90E23CC004000020C9394EC0CAFFFFDFD9343DC0
