annual,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dic,geojson,geom
5.584,7.255,6.765,6.009,4.321,4.701,3.771,4.414,4.245,5.309,6.166,6.835,7.227,"{""type"":""MultiPolygon"",""coordinates"":[[[[-60.691349029541,-29.6430797576903],[-61.0646705627442,-29.7555198669432],[-61.1921997070312,-29.4310798645018],[-60.8209800720215,-29.3197498321531],[-60.691349029541,-29.6430797576903]]]]}",0106000020E61000000100000001030000000100000005000000000000207E584EC0D4FFFFDFA0A43DC00400002047884EC0C8FFFFBF69C13DC0FCFFFFFF99984EC0C8FFFF3F5B6E3DC0040000E015694EC0CAFFFF1FDB513DC0000000207E584EC0D4FFFFDFA0A43DC0
5.35,7.161,6.538,5.716,4.272,4.334,3.629,4.166,3.955,5.097,5.873,6.644,6.825,"{""type"":""MultiPolygon"",""coordinates"":[[[[-60.5599708557129,-29.9672203063963],[-60.9354591369629,-30.0807704925535],[-61.0646705627442,-29.7555198669432],[-60.691349029541,-29.6430797576903],[-60.5599708557129,-29.9672203063963]]]]}",0106000020E6100000010000000103000000010000000500000004000020AD474EC0C4FFFFBF9BF73DC0FCFFFF1FBD774EC0C8FFFF5FAD143EC00400002047884EC0C8FFFFBF69C13DC0000000207E584EC0D4FFFFDFA0A43DC004000020AD474EC0C4FFFFBF9BF73DC0
5.69,7.564,6.492,6.12,4.759,4.492,3.899,4.547,4.31,5.756,6.161,6.998,7.19,"{""type"":""MultiPolygon"",""coordinates"":[[[[-60.6718788146972,-30.7336997985838],[-61.0535011291504,-30.8474597930906],[-61.1839294433594,-30.5194702148436],[-60.8045310974121,-30.4068298339842],[-60.6718788146972,-30.7336997985838]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFF1F00564EC0C6FFFFBFD3BB3EC004000020D9864EC0D0FFFF1FF3D83EC0000000008B974EC0D6FFFFFFFB843EC0FCFFFFDFFA664EC0D4FFFFFF25683EC0FCFFFF1F00564EC0C6FFFFBFD3BB3EC0
5.615,7.704,6.421,6.238,4.829,4.402,3.757,4.342,4.028,5.607,6.06,6.868,7.126,"{""type"":""MultiPolygon"",""coordinates"":[[[[-60.5374488830566,-31.0613708496092],[-60.9212989807129,-31.1762599945066],[-61.0535011291504,-30.8474597930906],[-60.6718788146972,-30.7336997985838],[-60.5374488830566,-31.0613708496092]]]]}",0106000020E6100000010000000103000000010000000500000000000020CB444EC0C4FFFFFFB50F3FC000000020ED754EC0C8FFFF5F1F2D3FC004000020D9864EC0D0FFFF1FF3D83EC0FCFFFF1F00564EC0C6FFFFBFD3BB3EC000000020CB444EC0C4FFFFFFB50F3FC0
5.299,7.357,6.286,5.719,4.353,4.249,3.536,3.97,3.835,5.233,5.71,6.631,6.712,"{""type"":""MultiPolygon"",""coordinates"":[[[[-60.401180267334,-31.3898105621336],[-60.7873191833496,-31.5058593749999],[-60.9212989807129,-31.1762599945066],[-60.5374488830566,-31.0613708496092],[-60.401180267334,-31.3898105621336]]]]}",0106000020E61000000100000001030000000100000005000000040000E059334EC0CEFFFF9FCA633FC0040000E0C6644EC0D8FFFFFF7F813FC000000020ED754EC0C8FFFF5F1F2D3FC000000020CB444EC0C4FFFFFFB50F3FC0040000E059334EC0CEFFFF9FCA633FC0
5.576,7.284,6.853,5.934,4.21,4.57,3.774,4.451,4.379,5.235,6.17,6.869,7.189,"{""type"":""MultiPolygon"",""coordinates"":[[[[-60.8209800720215,-29.3197498321531],[-61.1921997070312,-29.4310798645018],[-61.3180809020996,-29.1074790954588],[-60.9490089416504,-28.9972190856932],[-60.8209800720215,-29.3197498321531]]]]}",0106000020E61000000100000001030000000100000005000000040000E015694EC0CAFFFF1FDB513DC0FCFFFFFF99984EC0C8FFFF3F5B6E3DC0FCFFFFDFB6A84EC0C2FFFFBF831B3DC0FCFFFF1F79794EC0D8FFFFBF49FF3CC0040000E015694EC0CAFFFF1FDB513DC0
5.334,7.086,6.432,5.808,4.204,4.261,3.703,4.168,3.958,5.097,5.812,6.52,6.965,"{""type"":""MultiPolygon"",""coordinates"":[[[[-61.0646705627442,-29.7555198669432],[-61.4396705627441,-29.8659591674803],[-61.5650596618653,-29.5404491424559],[-61.1921997070312,-29.4310798645018],[-61.0646705627442,-29.7555198669432]]]]}",0106000020E610000001000000010300000001000000050000000400002047884EC0C8FFFFBF69C13DC0FCFFFF1F47B84EC0C8FFFF7FAFDD3DC0040000E053C84EC0D0FFFFDF5A8A3DC0FCFFFFFF99984EC0C8FFFF3F5B6E3DC00400002047884EC0C8FFFFBF69C13DC0
5.011,6.787,6.186,5.166,3.947,4.128,3.466,3.818,3.678,4.912,5.477,6.223,6.345,"{""type"":""MultiPolygon"",""coordinates"":[[[[-60.9354591369629,-30.0807704925535],[-61.3126487731933,-30.1923007965086],[-61.4396705627441,-29.8659591674803],[-61.0646705627442,-29.7555198669432],[-60.9354591369629,-30.0807704925535]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFF1FBD774EC0C8FFFF5FAD143EC0FCFFFFDF04A84EC0D4FFFF9F3A313EC0FCFFFF1F47B84EC0C8FFFF7FAFDD3DC00400002047884EC0C8FFFFBF69C13DC0FCFFFF1FBD774EC0C8FFFF5FAD143EC0
5.436,7.405,6.546,5.981,4.518,4.181,3.633,4.236,4.045,5.311,5.793,6.646,6.937,"{""type"":""MultiPolygon"",""coordinates"":[[[[-60.8045310974121,-30.4068298339842],[-61.1839294433594,-30.5194702148436],[-61.3126487731933,-30.1923007965086],[-60.9354591369629,-30.0807704925535],[-60.8045310974121,-30.4068298339842]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFDFFA664EC0D4FFFFFF25683EC0000000008B974EC0D6FFFFFFFB843EC0FCFFFFDF04A84EC0D4FFFF9F3A313EC0FCFFFF1FBD774EC0C8FFFF5FAD143EC0FCFFFFDFFA664EC0D4FFFFFF25683EC0
4.986,6.853,6.177,5.166,3.932,3.967,3.412,3.793,3.823,4.884,5.42,6.125,6.289,"{""type"":""MultiPolygon"",""coordinates"":[[[[-61.1839294433594,-30.5194702148436],[-61.5650596618653,-30.6300697326658],[-61.6915283203125,-30.3017997741697],[-61.3126487731933,-30.1923007965086],[-61.1839294433594,-30.5194702148436]]]]}",0106000020E61000000100000001030000000100000005000000000000008B974EC0D6FFFFFFFB843EC0040000E053C84EC0D0FFFF3F4CA13EC0FCFFFFFF83D84EC0CCFFFFBF424D3EC0FCFFFFDF04A84EC0D4FFFF9F3A313EC0000000008B974EC0D6FFFFFFFB843EC0
5.369,7.488,6.324,5.809,4.522,4.116,3.754,4.031,4.037,5.305,5.76,6.565,6.725,"{""type"":""MultiPolygon"",""coordinates"":[[[[-61.0535011291504,-30.8474597930906],[-61.4368896484375,-30.959159851074],[-61.5650596618653,-30.6300697326658],[-61.1839294433594,-30.5194702148436],[-61.0535011291504,-30.8474597930906]]]]}",0106000020E6100000010000000103000000010000000500000004000020D9864EC0D0FFFF1FF3D83EC004000000ECB74EC0CAFFFF7F8BF53EC0040000E053C84EC0D0FFFF3F4CA13EC0000000008B974EC0D6FFFFFFFB843EC004000020D9864EC0D0FFFF1FF3D83EC0
5.707,7.792,6.608,6.169,4.849,4.497,3.887,4.292,4.258,5.667,6.235,6.98,7.258,"{""type"":""MultiPolygon"",""coordinates"":[[[[-60.9212989807129,-31.1762599945066],[-61.3069496154785,-31.2890701293944],[-61.4368896484375,-30.959159851074],[-61.0535011291504,-30.8474597930906],[-60.9212989807129,-31.1762599945066]]]]}",0106000020E6100000010000000103000000010000000500000000000020ED754EC0C8FFFF5F1F2D3FC0000000204AA74EC0D2FFFF7F004A3FC004000000ECB74EC0CAFFFF7F8BF53EC004000020D9864EC0D0FFFF1FF3D83EC000000020ED754EC0C8FFFF5F1F2D3FC0
5.598,7.689,6.632,6.012,4.694,4.423,3.729,4.185,3.991,5.69,6.039,7.014,7.087,"{""type"":""MultiPolygon"",""coordinates"":[[[[-60.7873191833496,-31.5058593749999],[-61.1752891540528,-31.6198005676268],[-61.3069496154785,-31.2890701293944],[-60.9212989807129,-31.1762599945066],[-60.7873191833496,-31.5058593749999]]]]}",0106000020E61000000100000001030000000100000005000000040000E0C6644EC0D8FFFFFF7F813FC0040000E06F964EC0D2FFFF3FAB9E3FC0000000204AA74EC0D2FFFF7F004A3FC000000020ED754EC0C8FFFF5F1F2D3FC0040000E0C6644EC0D8FFFFFF7F813FC0
5.637,7.743,6.69,5.834,4.821,4.485,3.787,4.261,4.218,5.768,5.972,6.964,7.105,"{""type"":""MultiPolygon"",""coordinates"":[[[[-61.1752891540528,-31.6198005676268],[-61.5650596618653,-31.731620788574],[-61.6944007873535,-31.3997802734373],[-61.3069496154785,-31.2890701293944],[-61.1752891540528,-31.6198005676268]]]]}",0106000020E61000000100000001030000000100000005000000040000E06F964EC0D2FFFF3FAB9E3FC0040000E053C84EC0C6FFFF7F4BBB3FC0FCFFFF1FE2D84EC0D0FFFFFF57663FC0000000204AA74EC0D2FFFF7F004A3FC0040000E06F964EC0D2FFFF3FAB9E3FC0
5.662,7.784,6.834,6.024,5.123,4.566,3.861,4.201,4.161,5.551,5.908,7.046,6.886,"{""type"":""MultiPolygon"",""coordinates"":[[[[-61.5650596618653,-31.731620788574],[-61.956600189209,-31.8412990570067],[-62.0835609436035,-31.5083599090574],[-61.6944007873535,-31.3997802734373],[-61.5650596618653,-31.731620788574]]]]}",0106000020E61000000100000001030000000100000005000000040000E053C84EC0C6FFFF7F4BBB3FC0000000E071FA4EC0D4FFFF5F5FD73FC004000020B20A4FC0D0FFFFDF23823FC0FCFFFF1FE2D84EC0D0FFFFFF57663FC0040000E053C84EC0C6FFFF7F4BBB3FC0
5.301,7.037,6.572,5.811,4.198,4.12,3.597,4.033,4.016,5.2,5.817,6.518,6.703,"{""type"":""MultiPolygon"",""coordinates"":[[[[-61.5650596618653,-29.5404491424559],[-61.939510345459,-29.6478099822996],[-62.0611000061035,-29.3220806121825],[-61.6887817382812,-29.2157802581785],[-61.5650596618653,-29.5404491424559]]]]}",0106000020E61000000100000001030000000100000005000000040000E053C84EC0D0FFFFDF5A8A3DC0FCFFFFDF41F84EC0CAFFFFDFD6A53DC0FCFFFF1FD2074FC0D6FFFFDF73523DC0FCFFFFFF29D84EC0C6FFFF5F3D373DC0040000E053C84EC0D0FFFFDF5A8A3DC0
4.998,6.826,6.238,5.068,3.926,3.991,3.428,3.823,3.816,4.866,5.519,6.187,6.293,"{""type"":""MultiPolygon"",""coordinates"":[[[[-61.4396705627441,-29.8659591674803],[-61.816349029541,-29.9743804931639],[-61.939510345459,-29.6478099822996],[-61.5650596618653,-29.5404491424559],[-61.4396705627441,-29.8659591674803]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFF1F47B84EC0C8FFFF7FAFDD3DC0040000207EE84EC0C6FFFFFF70F93DC0FCFFFFDF41F84EC0CAFFFFDFD6A53DC0040000E053C84EC0D0FFFFDF5A8A3DC0FCFFFF1F47B84EC0C8FFFF7FAFDD3DC0
4.985,6.875,6.149,5.096,3.97,4.008,3.389,3.79,3.8,4.863,5.532,6.05,6.3,"{""type"":""MultiPolygon"",""coordinates"":[[[[-61.3126487731933,-30.1923007965086],[-61.6915283203125,-30.3017997741697],[-61.816349029541,-29.9743804931639],[-61.4396705627441,-29.8659591674803],[-61.3126487731933,-30.1923007965086]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFDF04A84EC0D4FFFF9F3A313EC0FCFFFFFF83D84EC0CCFFFFBF424D3EC0040000207EE84EC0C6FFFFFF70F93DC0FCFFFF1F47B84EC0C8FFFF7FAFDD3DC0FCFFFFDF04A84EC0D4FFFF9F3A313EC0
4.985,6.867,6.182,5.14,4.024,3.907,3.454,3.771,3.766,4.865,5.565,6.031,6.254,"{""type"":""MultiPolygon"",""coordinates"":[[[[-61.6915283203125,-30.3017997741697],[-62.072078704834,-30.4092502593992],[-62.1946411132812,-30.0807704925535],[-61.816349029541,-29.9743804931639],[-61.6915283203125,-30.3017997741697]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFFF83D84EC0CCFFFFBF424D3EC0000000E039094FC0D0FFFF9FC4683EC000000000EA184FC0C8FFFF5FAD143EC0040000207EE84EC0C6FFFFFF70F93DC0FCFFFFFF83D84EC0CCFFFFBF424D3EC0
5.464,7.46,6.706,5.91,4.608,4.173,3.794,4.142,4.089,5.379,5.927,6.575,6.811,"{""type"":""MultiPolygon"",""coordinates"":[[[[-61.5650596618653,-30.6300697326658],[-61.9478797912597,-30.7385902404783],[-62.072078704834,-30.4092502593992],[-61.6915283203125,-30.3017997741697],[-61.5650596618653,-30.6300697326658]]]]}",0106000020E61000000100000001030000000100000005000000040000E053C84EC0D0FFFF3F4CA13EC0FCFFFF1F54F94EC0CEFFFF3F14BD3EC0000000E039094FC0D0FFFF9FC4683EC0FCFFFFFF83D84EC0CCFFFFBF424D3EC0040000E053C84EC0D0FFFF3F4CA13EC0
5.569,7.729,6.491,6.065,4.711,4.33,3.836,4.238,4.219,5.617,6.135,6.682,6.784,"{""type"":""MultiPolygon"",""coordinates"":[[[[-61.4368896484375,-30.959159851074],[-61.8219909667968,-31.0687694549558],[-61.9478797912597,-30.7385902404783],[-61.5650596618653,-30.6300697326658],[-61.4368896484375,-30.959159851074]]]]}",0106000020E6100000010000000103000000010000000500000004000000ECB74EC0CAFFFF7F8BF53EC0FCFFFFFF36E94EC0C6FFFFDF9A113FC0FCFFFF1F54F94EC0CEFFFF3F14BD3EC0040000E053C84EC0D0FFFF3F4CA13EC004000000ECB74EC0CAFFFF7F8BF53EC0
5.691,7.663,6.76,6.03,5.062,4.561,3.833,4.294,4.249,5.733,6.077,6.97,7.069,"{""type"":""MultiPolygon"",""coordinates"":[[[[-61.3069496154785,-31.2890701293944],[-61.6944007873535,-31.3997802734373],[-61.8219909667968,-31.0687694549558],[-61.4368896484375,-30.959159851074],[-61.3069496154785,-31.2890701293944]]]]}",0106000020E61000000100000001030000000100000005000000000000204AA74EC0D2FFFF7F004A3FC0FCFFFF1FE2D84EC0D0FFFFFF57663FC0FCFFFFFF36E94EC0C6FFFFDF9A113FC004000000ECB74EC0CAFFFF7F8BF53EC0000000204AA74EC0D2FFFF7F004A3FC0
5.681,7.83,6.838,6.062,5.049,4.55,3.863,4.291,4.209,5.619,6.039,6.919,6.91,"{""type"":""MultiPolygon"",""coordinates"":[[[[-61.6944007873535,-31.3997802734373],[-62.0835609436035,-31.5083599090574],[-62.2088012695312,-31.1762599945066],[-61.8219909667968,-31.0687694549558],[-61.6944007873535,-31.3997802734373]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFF1FE2D84EC0D0FFFFFF57663FC004000020B20A4FC0D0FFFFDF23823FC0FCFFFFFFB91A4FC0C8FFFF5F1F2D3FC0FCFFFFFF36E94EC0C6FFFFDF9A113FC0FCFFFF1FE2D84EC0D0FFFFFF57663FC0
5.553,7.692,6.492,5.931,4.637,4.359,3.79,4.256,4.216,5.545,6.16,6.718,6.84,"{""type"":""MultiPolygon"",""coordinates"":[[[[-61.8219909667968,-31.0687694549558],[-62.2088012695312,-31.1762599945066],[-62.3323707580567,-30.8450107574461],[-61.9478797912597,-30.7385902404783],[-61.8219909667968,-31.0687694549558]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFFF36E94EC0C6FFFFDF9A113FC0FCFFFFFFB91A4FC0C8FFFF5F1F2D3FC0040000208B2A4FC0D8FFFF9F52D83EC0FCFFFF1F54F94EC0CEFFFF3F14BD3EC0FCFFFFFF36E94EC0C6FFFFDF9A113FC0
5.612,7.605,6.786,5.902,5.054,4.391,3.801,4.156,4.28,5.686,6.201,6.836,6.648,"{""type"":""MultiPolygon"",""coordinates"":[[[[-62.0835609436035,-31.5083599090574],[-62.4744300842285,-31.6147899627684],[-62.5972900390625,-31.2816200256346],[-62.2088012695312,-31.1762599945066],[-62.0835609436035,-31.5083599090574]]]]}",0106000020E6100000010000000103000000010000000500000004000020B20A4FC0D0FFFFDF23823FC000000020BA3C4FC0D0FFFFDF629D3FC000000000744C4FC0D0FFFF3F18483FC0FCFFFFFFB91A4FC0C8FFFF5F1F2D3FC004000020B20A4FC0D0FFFFDF23823FC0
5.496,7.065,6.85,5.807,4.646,4.496,3.829,4.18,4.279,5.441,6.042,6.53,6.796,"{""type"":""MultiPolygon"",""coordinates"":[[[[-62.0611000061035,-29.3220806121825],[-62.435001373291,-29.4263896942137],[-62.5527992248535,-29.1005001068113],[-62.1811218261719,-28.9972190856932],[-62.0611000061035,-29.3220806121825]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFF1FD2074FC0D6FFFFDF73523DC004000020AE374FC0D0FFFFDF276D3DC0FCFFFF1FC2464FC0CAFFFF5FBA193DC0040000002F174FC0D8FFFFBF49FF3CC0FCFFFF1FD2074FC0D6FFFFDF73523DC0
5.467,7.161,6.655,5.695,4.391,4.263,3.804,4.204,4.415,5.479,6.081,6.609,6.849,"{""type"":""MultiPolygon"",""coordinates"":[[[[-61.939510345459,-29.6478099822996],[-62.3156089782714,-29.7531509399412],[-62.435001373291,-29.4263896942137],[-62.0611000061035,-29.3220806121825],[-61.939510345459,-29.6478099822996]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFDF41F84EC0CAFFFFDFD6A53DC0F8FFFFDF65284FC0CCFFFF7FCEC03DC004000020AE374FC0D0FFFFDF276D3DC0FCFFFF1FD2074FC0D6FFFFDF73523DC0FCFFFFDF41F84EC0CAFFFFDFD6A53DC0
5.363,7.148,6.502,5.667,4.515,4.093,3.66,3.96,4.107,5.343,5.839,6.617,6.906,"{""type"":""MultiPolygon"",""coordinates"":[[[[-61.816349029541,-29.9743804931639],[-62.1946411132812,-30.0807704925535],[-62.3156089782714,-29.7531509399412],[-61.939510345459,-29.6478099822996],[-61.816349029541,-29.9743804931639]]]]}",0106000020E61000000100000001030000000100000005000000040000207EE84EC0C6FFFFFF70F93DC000000000EA184FC0C8FFFF5FAD143EC0F8FFFFDF65284FC0CCFFFF7FCEC03DC0FCFFFFDF41F84EC0CAFFFFDFD6A53DC0040000207EE84EC0C6FFFFFF70F93DC0
5.141,7.022,6.285,5.521,4.341,3.968,3.59,3.792,3.906,5.109,5.695,5.826,6.647,"{""type"":""MultiPolygon"",""coordinates"":[[[[-62.072078704834,-30.4092502593992],[-62.4542808532715,-30.5146293640135],[-62.5745506286621,-30.1851005554198],[-62.1946411132812,-30.0807704925535],[-62.072078704834,-30.4092502593992]]]]}",0106000020E61000000100000001030000000100000005000000000000E039094FC0D0FFFF9FC4683EC0FCFFFFDF253A4FC0C4FFFFBFBE833EC0FCFFFFDF8A494FC0D4FFFFBF622F3EC000000000EA184FC0C8FFFF5FAD143EC0000000E039094FC0D0FFFF9FC4683EC0
5.276,7.442,5.959,5.688,4.456,4.167,3.805,4.063,4.088,5.359,5.871,6.068,6.356,"{""type"":""MultiPolygon"",""coordinates"":[[[[-61.9478797912597,-30.7385902404783],[-62.3323707580567,-30.8450107574461],[-62.4542808532715,-30.5146293640135],[-62.072078704834,-30.4092502593992],[-61.9478797912597,-30.7385902404783]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFF1F54F94EC0CEFFFF3F14BD3EC0040000208B2A4FC0D8FFFF9F52D83EC0FCFFFFDF253A4FC0C4FFFFBFBE833EC0000000E039094FC0D0FFFF9FC4683EC0FCFFFF1F54F94EC0CEFFFF3F14BD3EC0
5.369,7.043,6.604,5.565,4.401,4.207,3.727,4.048,4.268,5.457,5.972,6.533,6.611,"{""type"":""MultiPolygon"",""coordinates"":[[[[-62.435001373291,-29.4263896942137],[-62.8104209899902,-29.5286693572996],[-62.9260292053223,-29.2017803192137],[-62.5527992248535,-29.1005001068113],[-62.435001373291,-29.4263896942137]]]]}",0106000020E6100000010000000103000000010000000500000004000020AE374FC0D0FFFFDF276D3DC0000000E0BB674FC0C2FFFFDF56873DC00400002088764FC0CAFFFFDFA7333DC0FCFFFF1FC2464FC0CAFFFF5FBA193DC004000020AE374FC0D0FFFFDF276D3DC0
5.322,7.108,6.711,5.64,4.315,4.126,3.601,3.995,4.072,5.23,5.877,6.561,6.638,"{""type"":""MultiPolygon"",""coordinates"":[[[[-62.3156089782714,-29.7531509399412],[-62.6932716369629,-29.8564395904539],[-62.8104209899902,-29.5286693572996],[-62.435001373291,-29.4263896942137],[-62.3156089782714,-29.7531509399412]]]]}",0106000020E61000000100000001030000000100000005000000F8FFFFDF65284FC0CCFFFF7FCEC03DC0FCFFFF1FBD584FC0C0FFFF9F3FDB3DC0000000E0BB674FC0C2FFFFDF56873DC004000020AE374FC0D0FFFFDF276D3DC0F8FFFFDF65284FC0CCFFFF7FCEC03DC0
5.513,7.391,6.771,5.71,4.561,4.306,3.763,4.078,4.27,5.431,6.205,6.825,6.846,"{""type"":""MultiPolygon"",""coordinates"":[[[[-62.1946411132812,-30.0807704925535],[-62.5745506286621,-30.1851005554198],[-62.6932716369629,-29.8564395904539],[-62.3156089782714,-29.7531509399412],[-62.1946411132812,-30.0807704925535]]]]}",0106000020E6100000010000000103000000010000000500000000000000EA184FC0C8FFFF5FAD143EC0FCFFFFDF8A494FC0D4FFFFBF622F3EC0FCFFFF1FBD584FC0C0FFFF9F3FDB3DC0F8FFFFDF65284FC0CCFFFF7FCEC03DC000000000EA184FC0C8FFFF5FAD143EC0
5.175,7.025,6.453,5.267,4.229,4.048,3.81,3.872,3.834,5.228,5.828,5.948,6.568,"{""type"":""MultiPolygon"",""coordinates"":[[[[-62.4542808532715,-30.5146293640135],[-62.8380699157715,-30.6179008483884],[-62.9560508728027,-30.2873401641844],[-62.5745506286621,-30.1851005554198],[-62.4542808532715,-30.5146293640135]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFDF253A4FC0C4FFFFBFBE833EC0000000E0456B4FC0C0FFFFBF2E9E3EC0000000E05F7A4FC0C8FFFF1F8F493EC0FCFFFFDF8A494FC0D4FFFFBF622F3EC0FCFFFFDF253A4FC0C4FFFFBFBE833EC0
5.125,7.369,5.657,5.552,4.553,4.099,3.783,3.865,3.991,5.252,5.441,5.86,6.08,"{""type"":""MultiPolygon"",""coordinates"":[[[[-62.3323707580567,-30.8450107574461],[-62.7185096740723,-30.9493198394774],[-62.8380699157715,-30.6179008483884],[-62.4542808532715,-30.5146293640135],[-62.3323707580567,-30.8450107574461]]]]}",0106000020E61000000100000001030000000100000005000000040000208B2A4FC0D8FFFF9F52D83EC004000020F85B4FC0D2FFFF9F06F33EC0000000E0456B4FC0C0FFFFBF2E9E3EC0FCFFFFDF253A4FC0C4FFFFBFBE833EC0040000208B2A4FC0D8FFFF9F52D83EC0
5.683,7.947,6.882,6.19,4.792,4.462,3.881,4.154,4.24,5.674,5.996,7.019,6.959,"{""type"":""MultiPolygon"",""coordinates"":[[[[-62.2088012695312,-31.1762599945066],[-62.5972900390625,-31.2816200256346],[-62.7185096740723,-30.9493198394774],[-62.3323707580567,-30.8450107574461],[-62.2088012695312,-31.1762599945066]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFFFB91A4FC0C8FFFF5F1F2D3FC000000000744C4FC0D0FFFF3F18483FC004000020F85B4FC0D2FFFF9F06F33EC0040000208B2A4FC0D8FFFF9F52D83EC0FCFFFFFFB91A4FC0C8FFFF5F1F2D3FC0
5.465,7.649,6.687,5.893,4.959,4.125,3.682,3.983,4.095,5.383,5.881,6.728,6.516,"{""type"":""MultiPolygon"",""coordinates"":[[[[-62.4744300842285,-31.6147899627684],[-62.867000579834,-31.719039916992],[-62.9874610900879,-31.3848304748534],[-62.5972900390625,-31.2816200256346],[-62.4744300842285,-31.6147899627684]]]]}",0106000020E6100000010000000103000000010000000500000000000020BA3C4FC0D0FFFFDF629D3FC0040000E0F96E4FC0C8FFFFFF12B83FC004000020657E4FC0D6FFFF3F84623FC000000000744C4FC0D0FFFF3F18483FC000000020BA3C4FC0D0FFFFDF629D3FC0
5.256,7.113,6.523,5.487,4.158,3.95,3.601,3.932,4.05,5.209,5.873,6.504,6.68,"{""type"":""MultiPolygon"",""coordinates"":[[[[-62.8104209899902,-29.5286693572996],[-63.1873817443847,-29.6289100646971],[-63.3007507324219,-29.3010292053221],[-62.9260292053223,-29.2017803192137],[-62.8104209899902,-29.5286693572996]]]]}",0106000020E61000000100000001030000000100000005000000000000E0BB674FC0C2FFFFDF56873DC0FCFFFF1FFC974FC0D2FFFF3F00A13DC0040000007FA64FC0D0FFFF3F104D3DC00400002088764FC0CAFFFFDFA7333DC0000000E0BB674FC0C2FFFFDF56873DC0
4.803,6.507,5.941,4.878,3.904,3.639,3.454,3.774,3.84,4.761,5.379,5.866,5.703,"{""type"":""MultiPolygon"",""coordinates"":[[[[-62.6932716369629,-29.8564395904539],[-63.0724792480469,-29.9576797485349],[-63.1873817443847,-29.6289100646971],[-62.8104209899902,-29.5286693572996],[-62.6932716369629,-29.8564395904539]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFF1FBD584FC0C0FFFF9F3FDB3DC00000000047894FC0C2FFFF7F2AF53DC0FCFFFF1FFC974FC0D2FFFF3F00A13DC0000000E0BB674FC0C2FFFFDF56873DC0FCFFFF1FBD584FC0C0FFFF9F3FDB3DC0
5.299,7.308,6.574,5.576,4.37,4.06,3.664,4,3.891,5.145,5.913,6.368,6.727,"{""type"":""MultiPolygon"",""coordinates"":[[[[-62.5745506286621,-30.1851005554198],[-62.9560508728027,-30.2873401641844],[-63.0724792480469,-29.9576797485349],[-62.6932716369629,-29.8564395904539],[-62.5745506286621,-30.1851005554198]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFDF8A494FC0D4FFFFBF622F3EC0000000E05F7A4FC0C8FFFF1F8F493EC00000000047894FC0C2FFFF7F2AF53DC0FCFFFF1FBD584FC0C0FFFF9F3FDB3DC0FCFFFFDF8A494FC0D4FFFFBF622F3EC0
5.222,7.227,6.591,5.395,4.374,3.905,3.736,3.87,3.916,5.169,5.614,6.379,6.497,"{""type"":""MultiPolygon"",""coordinates"":[[[[-62.8380699157715,-30.6179008483884],[-63.2234802246094,-30.7190494537351],[-63.339111328125,-30.3875007629392],[-62.9560508728027,-30.2873401641844],[-62.8380699157715,-30.6179008483884]]]]}",0106000020E61000000100000001030000000100000005000000000000E0456B4FC0C0FFFFBF2E9E3EC0040000009B9C4FC0C4FFFF9F13B83EC0FCFFFFFF67AB4FC0C2FFFF3F33633EC0000000E05F7A4FC0C8FFFF1F8F493EC0000000E0456B4FC0C0FFFFBF2E9E3EC0
5.426,7.433,6.467,5.624,4.735,4.131,3.833,3.953,4.128,5.556,6.009,6.765,6.481,"{""type"":""MultiPolygon"",""coordinates"":[[[[-62.7185096740723,-30.9493198394774],[-63.106258392334,-31.0515003204344],[-63.2234802246094,-30.7190494537351],[-62.8380699157715,-30.6179008483884],[-62.7185096740723,-30.9493198394774]]]]}",0106000020E6100000010000000103000000010000000500000004000020F85B4FC0D2FFFF9F06F33EC0000000E0998D4FC0C4FFFF1F2F0D3FC0040000009B9C4FC0C4FFFF9F13B83EC0000000E0456B4FC0C0FFFFBF2E9E3EC004000020F85B4FC0D2FFFF9F06F33EC0
